name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Parasphingopyxis	1234545	G	12	2	14	0.00042
Sphingosinicella	335405	G	9	3	12	0.00035
Zymomonas	541	G	4	5	9	0.00028
Tardibacter	2685927	G	4	37	41	0.00119
Sphingosinithalassobacter	2676233	G	3	9	12	0.00036
Citromicrobium	72173	G	2	6	8	0.00024
Blastomonas	150203	G	2	0	2	0.00006
Rhizorhabdus	1649486	G	1	5	6	0.00018
Erythrobacter	1041	G	67	74	141	0.00409
Altererythrobacter	361177	G	45	53	98	0.00283
Porphyrobacter	1111	G	11	13	24	0.00072
Croceicoccus	1295327	G	5	23	28	0.00082
Brevundimonas	41275	G	208	297	505	0.01460
Caulobacter	75	G	207	184	391	0.01131
Asticcacaulis	76890	G	54	80	134	0.00389
Phenylobacterium	20	G	17	35	52	0.00153
Azospirillum	191	G	63	66	129	0.00375
Tistrella	171436	G	23	190	213	0.00617
Rhodospirillum	1081	G	21	11	32	0.00095
Thalassospira	168934	G	20	39	59	0.00171
Magnetospirillum	13134	G	19	3720	3739	0.10808
Indioceanicola	2478349	G	13	10	23	0.00068
Skermanella	204447	G	11	8	19	0.00056
Ferrovibrio	1231242	G	10	6	16	0.00047
Magnetospira	1182780	G	9	2	11	0.00033
Hypericibacter	2705399	G	8	6	14	0.00041
Niveispirillum	1543704	G	7	10	17	0.00052
Pararhodospirillum	1612157	G	7	11	18	0.00054
Nitrospirillum	1543705	G	4	3	7	0.00021
Candidatus Endolissoclinum	1263978	G	1	0	1	0.00003
Haematospirillum	1804663	G	1	0	1	0.00005
Komagataeibacter	1434011	G	32	32	64	0.00188
Acetobacter	434	G	25	9	34	0.00099
Gluconobacter	441	G	19	13	32	0.00093
Stella	93	G	9	14	23	0.00067
Gluconacetobacter	89583	G	7	5	12	0.00036
Roseomonas	125216	G	7	3	10	0.00032
Asaia	91914	G	5	2	7	0.00023
Granulibacter	364409	G	4	1	5	0.00017
Acidibrevibacterium	2603324	G	3	3	6	0.00018
Acidiphilium	522	G	3	1	4	0.00014
Kozakia	153497	G	1	1	2	0.00006
Parasaccharibacter	1602345	G	1	0	1	0.00005
Swingsia	1649499	G	1	0	1	0.00003
Phreatobacter	1632780	G	23	46	69	0.00201
Micavibrio	213485	G	13	1	14	0.00042
Candidatus Puniceispirillum	767891	G	3	1	4	0.00014
Polymorphum	991903	G	3	15	18	0.00054
Parvularcula	208215	G	20	6	26	0.00077
Emcibacter	1602338	G	12	7	19	0.00057
Anaplasma	768	G	1	0	1	0.00003
Wolbachia	953	G	1	0	1	0.00003
Rickettsia	780	G	1	0	1	0.00003
Candidatus Paracaedibacter	1521255	G	1	0	1	0.00003
Candidatus Nucleicultrix	1509243	G	1	0	1	0.00004
Candidatus Pelagibacter	198251	G	1	0	1	0.00003
Alteromonas	226	G	8570	2445	11015	0.31835
Marinobacter	2742	G	110	74	184	0.00534
Salinimonas	288793	G	2	0	2	0.00008
Lacimicrobium	1751872	G	2	0	2	0.00007
Hydrocarboniclastica	2650549	G	1	0	1	0.00004
Saliniradius	2661818	G	1	0	1	0.00004
Shewanella	22	G	30	14	44	0.00128
Parashewanella	2547964	G	1	0	1	0.00004
Pseudoalteromonas	53246	G	6	1	7	0.00021
Idiomarina	135575	G	4	4	8	0.00026
Colwellia	28228	G	3	0	3	0.00010
Moritella	58050	G	2	0	2	0.00007
Ferrimonas	44011	G	1	0	1	0.00004
Psychromonas	67572	G	1	0	1	0.00004
Pseudomonas	286	G	356	300	656	0.01898
Permianibacter	1649479	G	4	0	4	0.00013
Azotobacter	352	G	1	0	1	0.00005
Acinetobacter	469	G	21	18	39	0.00113
Moraxella	475	G	6	4	10	0.00029
Psychrobacter	497	G	1	1	2	0.00006
Enterobacter	547	G	16	94	110	0.00319
Klebsiella	570	G	15	118	133	0.00385
Citrobacter	544	G	5	126	131	0.00380
Salmonella	590	G	4	469	473	0.01369
Kosakonia	1330547	G	4	4	8	0.00026
Cronobacter	413496	G	4	7	11	0.00032
Escherichia	561	G	3	103	106	0.00307
Leclercia	83654	G	3	5	8	0.00025
Pluralibacter	1330546	G	2	1	3	0.00011
Lelliottia	1330545	G	2	1	3	0.00011
Scandinavium	2726810	G	1	0	1	0.00005
Pseudescherichia	2055880	G	1	0	1	0.00003
Gibbsiella	929812	G	1	0	1	0.00005
Raoultella	160674	G	1	3	4	0.00012
Yokenella	158876	G	1	3	4	0.00014
Kluyvera	579	G	1	0	1	0.00004
Dickeya	204037	G	8	2	10	0.00030
Sodalis	84565	G	7	1	8	0.00024
Pectobacterium	122277	G	6	2	8	0.00024
Lonsdalea	1082702	G	4	2	6	0.00020
Serratia	613	G	14	12	26	0.00076
Yersinia	629	G	2	1	3	0.00009
Nissabacter	1964366	G	2	2	4	0.00012
Rahnella	34037	G	1	0	1	0.00003
Pantoea	53335	G	14	10	24	0.00070
Tatumella	82986	G	5	3	8	0.00023
Erwinia	551	G	2	1	3	0.00010
Mixta	2100764	G	2	1	3	0.00010
Morganella	581	G	5	17	22	0.00065
Providencia	586	G	1	0	1	0.00003
Xenorhabdus	626	G	1	0	1	0.00005
Hafnia	568	G	1	0	1	0.00003
Obesumbacterium	82982	G	1	2	3	0.00009
Leminorella	82980	G	2	1	3	0.00009
Methylophaga	40222	G	134	191	325	0.00941
Hydrogenovibrio	28884	G	9	2	11	0.00033
Thiomicrorhabdus	2039723	G	8	1	9	0.00026
Thiomicrospira	933	G	3	5	8	0.00025
Xanthomonas	338	G	33	27	60	0.00174
Stenotrophomonas	40323	G	22	33	55	0.00161
Lysobacter	68	G	17	6	23	0.00068
Luteimonas	83614	G	8	5	13	0.00039
Thermomonas	141948	G	4	2	6	0.00019
Xylella	2370	G	2	3	5	0.00015
Pseudoxanthomonas	83618	G	1	0	1	0.00006
Arenimonas	490567	G	1	0	1	0.00005
Pseudolysobacter	2709666	G	1	0	1	0.00003
Ahniella	2233801	G	8	0	8	0.00025
Dyella	231454	G	6	2	8	0.00024
Frateuria	70411	G	5	3	8	0.00023
Rhodanobacter	75309	G	3	1	4	0.00014
Dokdonella	323413	G	3	1	4	0.00014
Luteibacter	242605	G	1	0	1	0.00004
Aerosticca	2707020	G	1	22	23	0.00068
Halomonas	2745	G	60	32	92	0.00267
Kushneria	504090	G	3	0	3	0.00010
Chromohalobacter	42054	G	2	0	2	0.00008
Salinicola	404432	G	2	0	2	0.00008
Cobetia	204286	G	1	0	1	0.00005
Alcanivorax	59753	G	11	29	40	0.00116
Ketobacter	2025617	G	2	1	3	0.00010
Saccharospirillum	231683	G	6	1	7	0.00021
Gynuella	1445504	G	3	0	3	0.00010
Reinekea	230494	G	2	0	2	0.00007
Thalassolituus	187492	G	2	2	4	0.00013
Bacterioplanes	1537406	G	2	0	2	0.00007
Marinomonas	28253	G	1	0	1	0.00004
Marinobacterium	48075	G	1	0	1	0.00004
Oleispira	188907	G	1	0	1	0.00003
Endozoicomonas	305899	G	4	1	5	0.00015
Oleiphilus	141450	G	3	2	5	0.00015
Hahella	158481	G	3	0	3	0.00011
Kangiella	261963	G	1	0	1	0.00003
Microbulbifer	48073	G	24	5	29	0.00085
Cellvibrio	10	G	11	1	12	0.00036
Saccharophagus	316625	G	2	0	2	0.00006
Simiduia	447467	G	1	0	1	0.00003
Halioglobus	1217416	G	5	0	5	0.00016
Kineobactrum	2678529	G	3	2	5	0.00015
Spongiibacter	630749	G	5	6	11	0.00032
Oceanicoccus	1084558	G	3	0	3	0.00009
Zhongshania	1434050	G	1	0	1	0.00004
Thioalkalivibrio	106633	G	7	9	16	0.00049
Alkalilimnicola	133193	G	3	1	4	0.00013
Spiribacter	1335745	G	3	0	3	0.00011
Acidihalobacter	1765964	G	3	2	5	0.00016
Marichromatium	85076	G	6	2	8	0.00024
Nitrosococcus	1227	G	4	3	7	0.00022
Thiocystis	13724	G	2	0	2	0.00007
Allochromatium	85072	G	1	0	1	0.00004
Thermochromatium	85073	G	1	0	1	0.00003
Sulfuriflexus	1860077	G	4	0	4	0.00012
Granulosicoccus	437504	G	3	0	3	0.00009
Woeseia	1738655	G	5	0	5	0.00015
Halothiobacillus	109262	G	4	1	5	0.00016
Wenzhouxiangella	1676142	G	3	0	3	0.00010
Sulfurivermis	2034504	G	1	9	10	0.00029
Aeromonas	642	G	30	39	69	0.00202
Zobellella	347533	G	6	4	10	0.00030
Oceanimonas	129577	G	3	2	5	0.00015
Tolumonas	43947	G	2	6	8	0.00024
Oceanisphaera	225143	G	1	0	1	0.00004
Vibrio	662	G	18	7	25	0.00075
Salinivibrio	51366	G	5	1	6	0.00019
Enterovibrio	188143	G	3	0	3	0.00009
Grimontia	246861	G	3	1	4	0.00013
Methylomonas	416	G	13	2	15	0.00043
Methylomicrobium	39773	G	4	0	4	0.00014
Candidatus Methylospira	1808977	G	2	0	2	0.00007
Methylococcus	413	G	1	0	1	0.00004
Methylovulum	762296	G	1	123	124	0.00361
Sedimenticola	349742	G	3	0	3	0.00010
Thiolapillus	1608298	G	3	0	3	0.00009
Candidatus Reidiella	2738850	G	3	0	3	0.00009
Candidatus Thioglobus	655184	G	2	0	2	0.00006
Pseudohongiella	1524249	G	2	0	2	0.00006
Actinobacillus	713	G	2	0	2	0.00006
Mannheimia	75984	G	2	3	5	0.00016
Haemophilus	724	G	1	3	4	0.00013
Pasteurella	745	G	1	14	15	0.00044
Legionella	445	G	4	0	4	0.00014
Aquicella	254245	G	2	0	2	0.00006
Salinisphaera	180541	G	6	0	6	0.00020
Sulfurifustis	1692042	G	2	0	2	0.00007
Sulfuricaulis	1744881	G	1	0	1	0.00003
Solimonas	413435	G	2	0	2	0.00008
Frischella	1335631	G	1	1	2	0.00007
Burkholderia	32008	G	43	55	98	0.00285
Cupriavidus	106589	G	34	116	150	0.00434
Ralstonia	48736	G	14	19	33	0.00098
Pandoraea	93217	G	8	17	25	0.00074
Paraburkholderia	1822464	G	7	14	21	0.00063
Polynucleobacter	44013	G	1	0	1	0.00004
Mycoavidus	1810868	G	1	0	1	0.00004
Massilia	149698	G	39	27	66	0.00192
Herbaspirillum	963	G	6	3	9	0.00027
Collimonas	202907	G	5	2	7	0.00021
Undibacterium	401469	G	5	2	7	0.00022
Janthinobacterium	29580	G	4	4	8	0.00024
Oxalobacter	846	G	2	0	2	0.00007
Duganella	75654	G	1	1	2	0.00007
Herminiimonas	303379	G	1	13	14	0.00041
Noviherbaspirillum	1344552	G	1	0	1	0.00005
Achromobacter	222	G	26	134	160	0.00465
Bordetella	517	G	21	42	63	0.00184
Pusillimonas	305976	G	6	10	16	0.00047
Orrella	1921582	G	4	10	14	0.00041
Pigmentiphaga	152267	G	2	0	2	0.00008
Kerstersia	257820	G	1	1	2	0.00008
Acidovorax	12916	G	13	32	45	0.00133
Variovorax	34072	G	13	24	37	0.00109
Comamonas	283	G	12	74	86	0.00251
Rhodoferax	28065	G	5	2	7	0.00021
Ottowia	219181	G	3	1	4	0.00014
Hydrogenophaga	47420	G	2	8	10	0.00031
Melaminivora	1649468	G	2	14	16	0.00048
Diaphorobacter	238749	G	2	0	2	0.00008
Hylemonella	232523	G	1	0	1	0.00004
Serpentinomonas	2490452	G	1	1	2	0.00007
Rubrivivax	28067	G	6	7	13	0.00038
Mitsuaria	65047	G	2	1	3	0.00010
Roseateles	93681	G	2	1	3	0.00010
Rhizobacter	212743	G	2	1	3	0.00010
Inhella	644355	G	1	6	7	0.00022
Methylovorus	81682	G	5	1	6	0.00018
Methylotenera	359407	G	3	1	4	0.00014
Methylophilus	16	G	2	24	26	0.00078
Methylobacillus	404	G	1	2	3	0.00010
Candidatus Methylopumilus	1679002	G	1	0	1	0.00003
Methyloversatilis	378210	G	7	3	10	0.00032
Denitratisoma	311181	G	2	25	27	0.00079
Sulfuriferula	1778653	G	5	6	11	0.00033
Sulfuricella	935200	G	2	0	2	0.00008
Ferriphaselus	1443590	G	2	0	2	0.00008
Sideroxydans	314343	G	1	14	15	0.00046
Nitrosomonas	914	G	2	2	4	0.00012
Nitrosospira	35798	G	1	0	1	0.00003
Aquitalea	407217	G	12	7	19	0.00057
Chromobacterium	535	G	4	3	7	0.00023
Vogesella	57739	G	3	2	5	0.00016
Laribacter	168470	G	2	12	14	0.00043
Neisseria	482	G	4	9	13	0.00040
Simonsiella	71	G	1	2	3	0.00009
Thauera	33057	G	10	75	85	0.00247
Azoarcus	12960	G	6	4	10	0.00031
Azospira	146937	G	5	35	40	0.00118
Oryzomicrobium	1911577	G	3	2	5	0.00016
Dechloromonas	73029	G	3	1	4	0.00013
Casimicrobium	2706000	G	2	9	11	0.00032
Melittangium	44	G	8	2	10	0.00030
Archangium	47	G	3	0	3	0.00010
Cystobacter	42	G	1	0	1	0.00004
Myxococcus	32	G	4	1	5	0.00015
Corallococcus	83461	G	1	0	1	0.00004
Vulgatibacter	1524214	G	2	0	2	0.00007
Sorangium	39643	G	6	4	10	0.00029
Haliangium	162027	G	1	0	1	0.00003
Geobacter	28231	G	12	6	18	0.00054
Geoalkalibacter	392332	G	1	1	2	0.00007
Desulfuromonas	890	G	1	0	1	0.00004
Desulfobacter	2289	G	3	0	3	0.00009
Desulfosarcina	2299	G	3	1	4	0.00013
Desulfatibacillum	218207	G	2	0	2	0.00006
Desulfococcus	896	G	1	0	1	0.00005
Desulfobulbus	893	G	2	0	2	0.00006
Desulfopila	429014	G	2	0	2	0.00007
Desulfovibrio	872	G	3	2	5	0.00015
Pseudodesulfovibrio	2035811	G	1	1	2	0.00006
Desulfohalobium	45662	G	1	3	4	0.00012
Desulfomonile	2357	G	2	0	2	0.00006
Acidithiobacillus	119977	G	5	2	7	0.00021
Bdellovibrio	958	G	4	0	4	0.00012
Mariprofundus	377315	G	1	0	1	0.00003
Mycolicibacterium	1866885	G	24	10	34	0.00100
Mycobacterium	1763	G	15	2	17	0.00051
Mycobacteroides	670516	G	3	0	3	0.00010
Mycolicibacillus	2126281	G	3	2	5	0.00015
Rhodococcus	1827	G	18	9	27	0.00080
Nocardia	1817	G	11	2	13	0.00040
Corynebacterium	1716	G	19	8	27	0.00081
Gordonia	2053	G	11	7	18	0.00055
Tsukamurella	2060	G	6	3	9	0.00028
Dietzia	37914	G	3	1	4	0.00014
Streptomyces	1883	G	112	49	161	0.00468
Kitasatospora	2063	G	3	2	5	0.00015
Microbacterium	33882	G	10	2	12	0.00037
Leucobacter	55968	G	4	1	5	0.00015
Curtobacterium	2034	G	3	1	4	0.00014
Rathayibacter	33886	G	3	0	3	0.00010
Agrococcus	46352	G	2	0	2	0.00008
Marisediminicola	1230698	G	2	0	2	0.00007
Lysinimonas	1434018	G	1	0	1	0.00004
Leifsonia	110932	G	1	0	1	0.00004
Pontimonas	1434032	G	1	0	1	0.00003
Salinibacterium	235888	G	1	0	1	0.00003
Arthrobacter	1663	G	7	3	10	0.00031
Glutamicibacter	1742989	G	7	3	10	0.00031
Renibacterium	1645	G	3	0	3	0.00010
Rothia	32207	G	3	2	5	0.00015
Paenarthrobacter	1742992	G	3	9	12	0.00035
Pseudarthrobacter	1742993	G	2	0	2	0.00007
Micrococcus	1269	G	1	1	2	0.00008
Kocuria	57493	G	1	1	2	0.00006
Sinomonas	596707	G	1	0	1	0.00004
Arsenicicoccus	267408	G	5	5	10	0.00030
Janibacter	53457	G	4	2	6	0.00019
Serinicoccus	265976	G	2	2	4	0.00012
Ruania	626119	G	2	0	2	0.00007
Haloactinobacterium	1331737	G	1	0	1	0.00004
Cellulomonas	1707	G	2	1	3	0.00011
Brachybacterium	43668	G	2	0	2	0.00007
Cellulosimicrobium	157920	G	1	0	1	0.00005
Brevibacterium	1696	G	1	1	2	0.00008
Dermacoccus	57495	G	1	0	1	0.00005
Microlunatus	29404	G	6	0	6	0.00019
Tessaracoccus	72763	G	3	1	4	0.00012
Propionibacterium	1743	G	2	0	2	0.00008
Propioniciclava	1085622	G	2	1	3	0.00010
Acidipropionibacterium	1912215	G	1	0	1	0.00005
Aeromicrobium	2040	G	5	2	7	0.00021
Nocardioides	1839	G	2	2	4	0.00012
Friedmanniella	53387	G	2	0	2	0.00009
Micropruina	116071	G	1	0	1	0.00004
Amycolatopsis	1813	G	12	3	15	0.00044
Pseudonocardia	1847	G	4	1	5	0.00016
Actinoalloteichus	65496	G	3	0	3	0.00009
Lentzea	165301	G	2	0	2	0.00008
Saccharopolyspora	1835	G	1	0	1	0.00004
Saccharothrix	2071	G	1	0	1	0.00004
Actinosynnema	40566	G	1	0	1	0.00005
Micromonospora	1873	G	9	4	13	0.00038
Actinoplanes	1865	G	8	2	10	0.00030
Plantactinospora	673534	G	4	1	5	0.00016
Actinomadura	1988	G	5	1	6	0.00020
Thermomonospora	2019	G	2	0	2	0.00008
Streptosporangium	2000	G	2	0	2	0.00008
Nonomuraea	83681	G	1	0	1	0.00004
Nocardiopsis	2013	G	1	0	1	0.00004
Streptomonospora	104204	G	1	0	1	0.00004
Frankia	1854	G	7	1	8	0.00025
Actinomyces	1654	G	6	1	7	0.00022
Bifidobacterium	1678	G	6	5	11	0.00032
Blastococcus	38501	G	1	0	1	0.00004
Modestobacter	88138	G	1	1	2	0.00008
Thermobispora	147067	G	1	0	1	0.00004
Rubrobacter	42255	G	4	0	4	0.00012
Collinsella	102106	G	1	3	4	0.00013
Egicoccus	1755825	G	1	0	1	0.00004
Paenibacillus	44249	G	40	7	47	0.00138
Thermobacillus	76632	G	4	0	4	0.00014
Brevibacillus	55080	G	1	0	1	0.00003
Bacillus	1386	G	11	15	26	0.00076
Staphylococcus	1279	G	2	8	10	0.00029
Sporosarcina	1569	G	1	1	2	0.00006
Solibacillus	648800	G	1	1	2	0.00008
Laceyella	292635	G	2	1	3	0.00009
Streptococcus	1301	G	3	9	12	0.00037
Lactobacillus	1578	G	2	1	3	0.00011
Leuconostoc	1243	G	2	1	3	0.00009
Enterococcus	1350	G	1	0	1	0.00003
Clostridium	1485	G	11	3	14	0.00042
Desulfitobacterium	36853	G	1	0	1	0.00004
Thermincola	278993	G	1	0	1	0.00003
Faecalibacterium	216851	G	2	4	6	0.00018
Eubacterium	1730	G	1	0	1	0.00004
Massilistercora	2717089	G	1	1	2	0.00008
Symbiobacterium	2733	G	1	0	1	0.00003
Pseudoclostridium	2304693	G	1	0	1	0.00004
Moorella	44260	G	5	0	5	0.00015
Phascolarctobacterium	33024	G	1	0	1	0.00003
Megasphaera	906	G	1	2	3	0.00009
Prochlorococcus	1218	G	27	2	29	0.00084
Synechococcus	1129	G	7	0	7	0.00021
Acaryochloris	155977	G	1	0	1	0.00003
Pseudanabaena	1152	G	1	0	1	0.00003
Leptolyngbya	47251	G	1	0	1	0.00003
Scytonema	1203	G	1	0	1	0.00003
Arthrospira	35823	G	1	0	1	0.00005
Gloeomargarita	1188227	G	1	0	1	0.00003
Marinithermus	186191	G	5	0	5	0.00015
Thermus	270	G	1	0	1	0.00003
Deinococcus	1298	G	6	0	6	0.00019
Sphaerobacter	2056	G	2	0	2	0.00006
Dehalogenimonas	670486	G	2	11	13	0.00039
Caldilinea	233191	G	2	0	2	0.00006
Tepidiforma	2682228	G	2	0	2	0.00006
Chloroflexus	1107	G	1	0	1	0.00003
Brevefilum	2019482	G	1	1	2	0.00006
Mycoplasma	2093	G	1	0	1	0.00003
Hymenobacter	89966	G	10	0	10	0.00029
Spirosoma	107	G	5	0	5	0.00015
Fibrella	861914	G	4	0	4	0.00012
Algoriphagus	246875	G	1	0	1	0.00003
Echinicola	390846	G	1	0	1	0.00003
Chryseolinea	1433993	G	1	0	1	0.00003
Duncaniella	2518495	G	4	0	4	0.00012
Fermentimonas	1784836	G	3	0	3	0.00011
Bacteroides	816	G	2	0	2	0.00008
Paludibacter	346096	G	2	0	2	0.00006
Alistipes	239759	G	1	0	1	0.00004
Butyricimonas	574697	G	1	1	2	0.00008
Rhodothermus	29548	G	6	0	6	0.00019
Salinibacter	146918	G	2	0	2	0.00006
Flavisolibacter	398041	G	3	0	3	0.00009
Chitinophaga	79328	G	2	0	2	0.00006
Niabella	379899	G	2	0	2	0.00006
Niastella	354354	G	1	0	1	0.00003
Panacibacter	1874621	G	1	0	1	0.00003
Chryseobacterium	59732	G	4	1	5	0.00016
Aquimarina	290174	G	1	0	1	0.00003
Flavobacterium	237	G	1	0	1	0.00003
Muricauda	111500	G	1	0	1	0.00003
Maribacter	252356	G	1	0	1	0.00004
Mucilaginibacter	423349	G	3	0	3	0.00010
Sphingobacterium	28453	G	1	0	1	0.00003
Chlorobaculum	256319	G	1	0	1	0.00003
Pelodictyon	1099	G	1	0	1	0.00003
Fibrobacter	832	G	2	26	28	0.00081
Planctopirus	1649480	G	1	0	1	0.00003
Bremerella	2714594	G	1	0	1	0.00003
Gemmata	113	G	2	0	2	0.00006
Aquisphaera	1511635	G	1	0	1	0.00003
Anaerohalosphaera	2690159	G	2	0	2	0.00006
Coraliomargarita	442430	G	4	0	4	0.00012
Opitutus	178440	G	1	0	1	0.00003
Lacunisphaera	1961799	G	1	0	1	0.00003
Nibricoccus	2576890	G	1	0	1	0.00003
Verrucomicrobium	2735	G	5	0	5	0.00015
Luteolibacter	518753	G	1	2	3	0.00009
Kiritimatiella	1921784	G	1	2	3	0.00010
Terriglobus	392733	G	4	0	4	0.00012
Granulicella	940557	G	2	0	2	0.00006
Sphaerochaeta	399320	G	1	0	1	0.00003
Salinispira	1616789	G	1	0	1	0.00003
Sediminispirochaeta	1911556	G	1	0	1	0.00003
Leptospira	171	G	1	0	1	0.00003
Nitrospira	1234	G	2	0	2	0.00006
Thermosulfidibacter	412592	G	1	0	1	0.00003
Aminomonas	81411	G	1	0	1	0.00003
Homo	9605	G	37	0	37	0.00110
Halorubrum	56688	G	5	0	5	0.00015
Haloplanus	376170	G	3	0	3	0.00009
Halobacterium	2239	G	3	1	4	0.00014
