name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Herbaspirillum	963	G	8	2	10	0.00015
Massilia	149698	G	7	6	13	0.00020
Janthinobacterium	29580	G	4	2	6	0.00010
Herminiimonas	303379	G	4	3	7	0.00011
Collimonas	202907	G	3	1	4	0.00007
Undibacterium	401469	G	3	1	4	0.00006
Oxalobacter	846	G	1	0	1	0.00002
Noviherbaspirillum	1344552	G	1	0	1	0.00002
Variovorax	34072	G	6	8	14	0.00022
Hydrogenophaga	47420	G	2	3	5	0.00008
Ottowia	219181	G	2	1	3	0.00005
Acidovorax	12916	G	1	0	1	0.00003
Rhodoferax	28065	G	1	0	1	0.00002
Polaromonas	52972	G	1	0	1	0.00002
Comamonas	283	G	1	7	8	0.00012
Diaphorobacter	238749	G	1	0	1	0.00002
Bordetella	517	G	6	2	8	0.00012
Achromobacter	222	G	4	2	6	0.00010
Advenella	290425	G	2	0	2	0.00003
Pusillimonas	305976	G	2	0	2	0.00004
Kerstersia	257820	G	1	0	1	0.00002
Roseateles	93681	G	3	2	5	0.00008
Rubrivivax	28067	G	1	1	2	0.00003
Methylovorus	81682	G	8	1	9	0.00014
Methylotenera	359407	G	3	0	3	0.00006
Methylophilus	16	G	2	5	7	0.00012
Candidatus Methylopumilus	1679002	G	2	0	2	0.00004
Methylobacillus	404	G	1	0	1	0.00003
Ferriphaselus	1443590	G	3	1	4	0.00006
Sulfuriferula	1778653	G	3	1	4	0.00007
Candidatus Nitrotoga	453161	G	2	0	2	0.00004
Gallionella	96	G	1	12	13	0.00020
Methyloversatilis	378210	G	2	0	2	0.00004
Sterolibacterium	157591	G	1	0	1	0.00002
Sulfuritalea	1054211	G	1	4	5	0.00008
Nitrosospira	35798	G	2	0	2	0.00003
Neisseria	482	G	10	5	15	0.00023
Chitinolyticbacter	1055692	G	2	0	2	0.00004
Vitreoscilla	59	G	1	0	1	0.00002
Simonsiella	71	G	1	0	1	0.00003
Aquaspirillum	187	G	3	1	4	0.00007
Laribacter	168470	G	2	4	6	0.00009
Aquitalea	407217	G	2	2	4	0.00006
Microvirgula	57479	G	1	0	1	0.00003
Chromobacterium	535	G	1	0	1	0.00001
Azospira	146937	G	5	7	12	0.00019
Oryzomicrobium	1911577	G	1	0	1	0.00002
Azoarcus	12960	G	6	6	12	0.00019
Thauera	33057	G	1	1	2	0.00003
Dechloromonas	73029	G	2	0	2	0.00004
Geobacter	28231	G	3	0	3	0.00005
Geoalkalibacter	392332	G	1	1	2	0.00004
Desulfuromonas	890	G	2	0	2	0.00003
Desulfovibrio	872	G	2	0	2	0.00003
Pseudodesulfovibrio	2035811	G	1	0	1	0.00003
Desulfomicrobium	898	G	2	0	2	0.00004
Melittangium	44	G	1	0	1	0.00002
Anaeromyxobacter	161492	G	1	0	1	0.00002
Sorangium	39643	G	1	0	1	0.00002
Labilithrix	1524217	G	1	0	1	0.00002
Haliangium	162027	G	1	0	1	0.00002
Desulfobacca	60892	G	2	0	2	0.00003
Desulfoglaeba	361106	G	1	0	1	0.00002
Desulfobacter	2289	G	1	0	1	0.00002
Desulfocapsa	53318	G	1	0	1	0.00002
Desulfarculus	453229	G	1	1	2	0.00003
Helicobacter	209	G	3	0	3	0.00005
Sulfurimonas	202746	G	1	0	1	0.00002
Sulfurospirillum	57665	G	1	0	1	0.00002
Arcobacter	28196	G	1	0	1	0.00002
Mariprofundus	377315	G	1	0	1	0.00002
Bdellovibrio	958	G	1	0	1	0.00002
Acidithiobacillus	119977	G	1	0	1	0.00001
Mycobacterium	1763	G	2	0	2	0.00004
Mycolicibacterium	1866885	G	2	0	2	0.00004
Mycolicibacter	1073531	G	1	0	1	0.00002
Rhodococcus	1827	G	4	1	5	0.00008
Corynebacterium	1716	G	3	1	4	0.00007
Gordonia	2053	G	3	2	5	0.00008
Streptomyces	1883	G	15	5	20	0.00031
Arthrobacter	1663	G	3	1	4	0.00006
Kocuria	57493	G	1	0	1	0.00002
Pseudarthrobacter	1742993	G	1	0	1	0.00002
Arsenicicoccus	267408	G	1	1	2	0.00004
Microbacterium	33882	G	1	0	1	0.00002
Rathayibacter	33886	G	1	0	1	0.00002
Cellulomonas	1707	G	1	0	1	0.00002
Xylanimicrobium	289244	G	1	0	1	0.00002
Brevibacterium	1696	G	1	1	2	0.00003
Propionibacterium	1743	G	1	0	1	0.00002
Cutibacterium	1912216	G	1	1	2	0.00003
Aeromicrobium	2040	G	2	0	2	0.00004
Nocardioides	1839	G	1	0	1	0.00002
Amycolatopsis	1813	G	2	0	2	0.00004
Actinoalloteichus	65496	G	2	0	2	0.00003
Pseudonocardia	1847	G	1	0	1	0.00001
Lentzea	165301	G	1	0	1	0.00002
Bifidobacterium	1678	G	4	1	5	0.00008
Micromonospora	1873	G	2	0	2	0.00004
Actinoplanes	1865	G	1	0	1	0.00002
Phytohabitans	907364	G	1	0	1	0.00002
Nonomuraea	83681	G	1	0	1	0.00002
Thermomonospora	2019	G	1	0	1	0.00002
Frankia	1854	G	1	0	1	0.00002
Candidatus Planktophila	622681	G	1	0	1	0.00003
Rubrobacter	42255	G	1	0	1	0.00002
Libanicoccus	1935188	G	1	0	1	0.00002
Conexibacter	191494	G	1	0	1	0.00002
Paenibacillus	44249	G	6	0	6	0.00010
Brevibacillus	55080	G	1	0	1	0.00002
Bacillus	1386	G	2	1	3	0.00005
Lentibacillus	175304	G	1	0	1	0.00002
Laceyella	292635	G	2	1	3	0.00005
Alicyclobacillus	29330	G	1	0	1	0.00002
Streptococcus	1301	G	1	0	1	0.00001
Lactobacillus	1578	G	1	0	1	0.00002
Clostridium	1485	G	2	0	2	0.00003
Roseburia	841	G	1	1	2	0.00003
Eubacterium	1730	G	1	0	1	0.00001
Dehalobacterium	51514	G	1	1	2	0.00003
Tepidanaerobacter	499228	G	1	0	1	0.00002
Acidaminococcus	904	G	2	0	2	0.00004
Pelosinus	365348	G	1	0	1	0.00002
Murdochiella	1161127	G	1	2	3	0.00006
Synechococcus	1129	G	6	0	6	0.00009
Prochlorococcus	1218	G	1	0	1	0.00002
Synechocystis	1142	G	1	0	1	0.00001
Nostoc	1177	G	1	0	1	0.00001
Nodularia	159191	G	1	0	1	0.00001
Deinococcus	1298	G	3	0	3	0.00005
Meiothermus	65551	G	1	0	1	0.00002
Brevefilum	2019482	G	1	0	1	0.00002
Dehalogenimonas	670486	G	1	0	1	0.00002
Caldilinea	233191	G	1	0	1	0.00002
Bacteroides	816	G	6	0	6	0.00010
Fermentimonas	1784836	G	1	0	1	0.00002
Alkalitalea	1193324	G	1	0	1	0.00002
Draconibacterium	1471399	G	1	0	1	0.00002
Aquimarina	290174	G	2	0	2	0.00003
Urechidicola	2700084	G	1	0	1	0.00002
Changchengzhania	2049301	G	1	0	1	0.00002
Arenibacter	178469	G	1	0	1	0.00002
Leeuwenhoekiella	283735	G	1	1	2	0.00003
Cyclobacterium	68288	G	1	1	2	0.00003
Nibribacter	1649474	G	1	0	1	0.00002
Sphingobacterium	28453	G	2	0	2	0.00004
Pseudopedobacter	1649482	G	1	1	2	0.00003
Salinibacter	146918	G	2	0	2	0.00003
Niastella	354354	G	1	1	2	0.00003
Pelodictyon	1099	G	2	0	2	0.00003
Gemmatimonas	173479	G	2	0	2	0.00003
Singulisphaera	466152	G	2	0	2	0.00003
Aquisphaera	1511635	G	1	0	1	0.00002
Planctopirus	1649480	G	1	0	1	0.00002
Fuerstia	1936111	G	1	4	5	0.00009
Verrucomicrobium	2735	G	3	2	5	0.00009
Simkania	34093	G	1	0	1	0.00001
Granulicella	940557	G	3	0	3	0.00005
Luteitalea	2004797	G	1	0	1	0.00002
Sediminispirochaeta	1911556	G	2	0	2	0.00003
Treponema	157	G	1	0	1	0.00002
Leptospira	171	G	1	0	1	0.00001
Leptotrichia	32067	G	1	0	1	0.00002
Haloarcula	2237	G	2	0	2	0.00003
Halorientalis	1073987	G	1	0	1	0.00002
Methanosarcina	2207	G	2	0	2	0.00003
Methanopyrus	2319	G	1	0	1	0.00001
Methanobacterium	2160	G	1	0	1	0.00001
Homo	9605	G	6	0	6	0.00009
