name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Methylovirgula	1156568	G	2	2	4	0.00009
Beijerinckia	532	G	1	0	1	0.00004
Chelatococcus	28209	G	18	34	52	0.00111
Bartonella	773	G	7	7	14	0.00030
Lichenihabitans	2723776	G	5	4	9	0.00020
Sphingomonas	13687	G	272	353	625	0.01325
Sphingobium	165695	G	128	460	588	0.01246
Sphingopyxis	165697	G	69	124	193	0.00411
Novosphingobium	165696	G	57	70	127	0.00269
Sphingorhabdus	1434046	G	52	10	62	0.00132
Parasphingopyxis	1234545	G	16	2	18	0.00039
Sphingosinicella	335405	G	13	3	16	0.00035
Zymomonas	541	G	11	15	26	0.00055
Sphingosinithalassobacter	2676233	G	7	17	24	0.00053
Tardibacter	2685927	G	7	47	54	0.00116
Blastomonas	150203	G	3	0	3	0.00006
Rhizorhabdus	1649486	G	3	12	15	0.00033
Citromicrobium	72173	G	2	5	7	0.00015
Erythrobacter	1041	G	120	132	252	0.00535
Altererythrobacter	361177	G	66	49	115	0.00245
Porphyrobacter	1111	G	25	26	51	0.00110
Croceicoccus	1295327	G	13	66	79	0.00168
Qipengyuania	1855416	G	2	1	3	0.00006
Brevundimonas	41275	G	323	322	645	0.01367
Caulobacter	75	G	263	183	446	0.00946
Asticcacaulis	76890	G	92	128	220	0.00466
Phenylobacterium	20	G	34	52	86	0.00183
Azospirillum	191	G	93	70	163	0.00346
Thalassospira	168934	G	45	60	105	0.00224
Magnetospirillum	13134	G	42	11096	11138	0.23598
Tistrella	171436	G	28	218	246	0.00522
Rhodospirillum	1081	G	26	8	34	0.00074
Indioceanicola	2478349	G	25	13	38	0.00081
Skermanella	204447	G	19	9	28	0.00061
Ferrovibrio	1231242	G	19	7	26	0.00056
Magnetospira	1182780	G	15	2	17	0.00037
Niveispirillum	1543704	G	14	13	27	0.00057
Hypericibacter	2705399	G	13	6	19	0.00041
Nitrospirillum	1543705	G	9	4	13	0.00030
Pararhodospirillum	1612157	G	9	11	20	0.00043
Acetobacter	434	G	64	15	79	0.00167
Komagataeibacter	1434011	G	54	52	106	0.00225
Gluconobacter	441	G	21	9	30	0.00064
Asaia	91914	G	16	23	39	0.00084
Granulibacter	364409	G	13	4	17	0.00037
Gluconacetobacter	89583	G	12	6	18	0.00040
Stella	93	G	8	2	10	0.00023
Acidiphilium	522	G	6	3	9	0.00020
Acidibrevibacterium	2603324	G	5	3	8	0.00017
Neokomagataea	1223423	G	2	1	3	0.00007
Kozakia	153497	G	2	1	3	0.00008
Roseomonas	125216	G	2	0	2	0.00004
Neoasaia	320496	G	1	0	1	0.00003
Parasaccharibacter	1602345	G	1	0	1	0.00003
Swingsia	1649499	G	1	0	1	0.00002
Phreatobacter	1632780	G	30	33	63	0.00134
Micavibrio	213485	G	19	0	19	0.00042
Polymorphum	991903	G	10	28	38	0.00082
Parvularcula	208215	G	18	3	21	0.00046
Emcibacter	1602338	G	18	7	25	0.00053
Wolbachia	953	G	3	0	3	0.00007
Ehrlichia	943	G	2	0	2	0.00004
Anaplasma	768	G	1	0	1	0.00002
Rickettsia	780	G	1	0	1	0.00002
Candidatus Pelagibacter	198251	G	2	1	3	0.00007
Candidatus Paracaedibacter	1521255	G	2	0	2	0.00005
Alteromonas	226	G	5551	2314	7865	0.16664
Marinobacter	2742	G	181	157	338	0.00717
Salinimonas	288793	G	4	1	5	0.00012
Lacimicrobium	1751872	G	3	0	3	0.00008
Saliniradius	2661818	G	3	0	3	0.00008
Hydrocarboniclastica	2650549	G	2	1	3	0.00007
Glaciecola	89404	G	1	0	1	0.00003
Agarivorans	261825	G	1	0	1	0.00003
Catenovulum	1172191	G	1	0	1	0.00002
Shewanella	22	G	55	41	96	0.00204
Pseudoalteromonas	53246	G	16	4	20	0.00043
Idiomarina	135575	G	9	5	14	0.00031
Colwellia	28228	G	4	0	4	0.00010
Thalassotalea	1518149	G	2	0	2	0.00005
Moritella	58050	G	4	1	5	0.00012
Ferrimonas	44011	G	2	0	2	0.00006
Psychromonas	67572	G	1	0	1	0.00003
Pseudomonas	286	G	638	650	1288	0.02731
Azotobacter	352	G	5	4	9	0.00019
Permianibacter	1649479	G	3	0	3	0.00007
Acinetobacter	469	G	46	97	143	0.00304
Moraxella	475	G	7	5	12	0.00027
Psychrobacter	497	G	7	1	8	0.00017
Enterobacter	547	G	25	86	111	0.00235
Klebsiella	570	G	24	210	234	0.00497
Citrobacter	544	G	11	95	106	0.00225
Escherichia	561	G	4	175	179	0.00380
Kosakonia	1330547	G	4	1	5	0.00013
Lelliottia	1330545	G	4	16	20	0.00044
Leclercia	83654	G	3	9	12	0.00026
Salmonella	590	G	2	0	2	0.00004
Raoultella	160674	G	2	0	2	0.00004
Pluralibacter	1330546	G	2	2	4	0.00009
Gibbsiella	929812	G	2	1	3	0.00008
Scandinavium	2726810	G	1	1	2	0.00004
Limnobaculum	2172100	G	1	1	2	0.00005
Pseudescherichia	2055880	G	1	0	1	0.00003
Shimwellia	1335483	G	1	1	2	0.00005
Yokenella	158876	G	1	1	2	0.00006
Buttiauxella	82976	G	1	1	2	0.00004
Serratia	613	G	26	52	78	0.00166
Yersinia	629	G	8	4	12	0.00027
Rouxiella	1565532	G	3	1	4	0.00010
Rahnella	34037	G	2	0	2	0.00006
Nissabacter	1964366	G	2	1	3	0.00008
Dickeya	204037	G	20	10	30	0.00065
Sodalis	84565	G	10	2	12	0.00026
Pectobacterium	122277	G	2	0	2	0.00004
Brenneria	71655	G	1	0	1	0.00002
Lonsdalea	1082702	G	1	1	2	0.00005
Pantoea	53335	G	15	22	37	0.00078
Erwinia	551	G	7	7	14	0.00030
Tatumella	82986	G	5	4	9	0.00019
Mixta	2100764	G	5	8	13	0.00028
Morganella	581	G	6	22	28	0.00060
Proteus	583	G	2	9	11	0.00025
Providencia	586	G	1	0	1	0.00002
Hafnia	568	G	3	0	3	0.00006
Obesumbacterium	82982	G	1	2	3	0.00008
Phytobacter	447792	G	2	34	36	0.00077
Plesiomonas	702	G	1	1	2	0.00006
Methylophaga	40222	G	231	448	679	0.01439
Hydrogenovibrio	28884	G	9	6	15	0.00032
Thiomicrorhabdus	2039723	G	9	1	10	0.00023
Thiomicrospira	933	G	1	0	1	0.00003
Piscirickettsia	1237	G	1	0	1	0.00003
Francisella	262	G	1	0	1	0.00003
Xanthomonas	338	G	45	31	76	0.00162
Stenotrophomonas	40323	G	39	72	111	0.00236
Lysobacter	68	G	35	16	51	0.00109
Luteimonas	83614	G	10	8	18	0.00040
Thermomonas	141948	G	9	6	15	0.00034
Pseudoxanthomonas	83618	G	5	6	11	0.00024
Arenimonas	490567	G	3	2	5	0.00011
Pseudolysobacter	2709666	G	1	0	1	0.00002
Dokdonella	323413	G	8	5	13	0.00029
Rhodanobacter	75309	G	6	4	10	0.00022
Dyella	231454	G	6	3	9	0.00020
Ahniella	2233801	G	6	0	6	0.00014
Luteibacter	242605	G	4	1	5	0.00011
Frateuria	70411	G	2	1	3	0.00007
Halomonas	2745	G	80	47	127	0.00271
Kushneria	504090	G	9	1	10	0.00022
Salinicola	404432	G	5	2	7	0.00015
Cobetia	204286	G	4	1	5	0.00011
Chromohalobacter	42054	G	3	1	4	0.00009
Halotalea	376488	G	1	1	2	0.00006
Alcanivorax	59753	G	14	22	36	0.00077
Ketobacter	2025617	G	1	1	2	0.00006
Marinobacterium	48075	G	5	1	6	0.00014
Marinomonas	28253	G	4	2	6	0.00013
Neptunomonas	75687	G	2	0	2	0.00006
Oleispira	188907	G	1	0	1	0.00003
Bermanella	599651	G	1	0	1	0.00003
Bacterioplanes	1537406	G	1	0	1	0.00003
Hahella	158481	G	8	1	9	0.00021
Saccharospirillum	231683	G	5	1	6	0.00014
Reinekea	230494	G	2	0	2	0.00005
Gynuella	1445504	G	1	0	1	0.00003
Oleiphilus	141450	G	2	2	4	0.00010
Kangiella	261963	G	2	0	2	0.00005
Thioalkalivibrio	106633	G	12	21	33	0.00071
Acidihalobacter	1765964	G	8	3	11	0.00025
Ectothiorhodospira	1051	G	3	6	9	0.00021
Spiribacter	1335745	G	3	0	3	0.00008
Halorhodospira	85108	G	1	0	1	0.00002
Alkalilimnicola	133193	G	1	7	8	0.00018
Nitrosococcus	1227	G	5	0	5	0.00012
Thiocystis	13724	G	3	0	3	0.00008
Rheinheimera	67575	G	2	0	2	0.00006
Allochromatium	85072	G	2	0	2	0.00006
Thermochromatium	85073	G	2	0	2	0.00005
Marichromatium	85076	G	2	0	2	0.00006
Thioflavicoccus	156885	G	2	0	2	0.00005
Halothiobacillus	109262	G	13	5	18	0.00039
Sulfuriflexus	1860077	G	8	0	8	0.00018
Granulosicoccus	437504	G	3	0	3	0.00007
Sulfurivermis	2034504	G	10	90	100	0.00213
Thiohalobacter	1273155	G	3	1	4	0.00009
Woeseia	1738655	G	3	0	3	0.00007
Wenzhouxiangella	1676142	G	1	0	1	0.00003
Microbulbifer	48073	G	38	10	48	0.00103
Halioglobus	1217416	G	14	1	15	0.00033
Kineobactrum	2678529	G	6	4	10	0.00022
Cellvibrio	10	G	16	2	18	0.00039
Spongiibacter	630749	G	2	2	4	0.00011
Oceanicoccus	1084558	G	2	0	2	0.00005
Zhongshania	1434050	G	1	0	1	0.00003
Aeromonas	642	G	46	49	95	0.00202
Oceanimonas	129577	G	3	1	4	0.00010
Oceanisphaera	225143	G	3	1	4	0.00010
Zobellella	347533	G	3	2	5	0.00011
Tolumonas	43947	G	2	6	8	0.00018
Vibrio	662	G	46	19	65	0.00139
Salinivibrio	51366	G	4	1	5	0.00012
Grimontia	246861	G	3	1	4	0.00010
Photobacterium	657	G	2	1	3	0.00007
Methylomonas	416	G	22	3	25	0.00053
Methylomicrobium	39773	G	10	1	11	0.00024
Methylococcus	413	G	7	2	9	0.00020
Methylocaldum	73778	G	3	1	4	0.00009
Candidatus Methylospira	1808977	G	1	0	1	0.00003
Actinobacillus	713	G	4	0	4	0.00008
Haemophilus	724	G	2	4	6	0.00015
Aggregatibacter	416916	G	2	5	7	0.00016
Pasteurella	745	G	2	5	7	0.00017
Mannheimia	75984	G	1	1	2	0.00005
Gallibacterium	155493	G	1	2	3	0.00008
Vespertiliibacter	1520333	G	1	1	2	0.00005
Sedimenticola	349742	G	5	0	5	0.00012
Pseudohongiella	1524249	G	4	0	4	0.00009
Candidatus Reidiella	2738850	G	3	0	3	0.00007
Candidatus Thioglobus	655184	G	2	0	2	0.00005
Thiolapillus	1608298	G	2	0	2	0.00005
Gallaecimonas	745410	G	1	22	23	0.00050
Legionella	445	G	8	1	9	0.00020
Coxiella	776	G	2	0	2	0.00005
Solimonas	413435	G	4	1	5	0.00011
Sinimarinibacterium	1861863	G	1	3	4	0.00011
Steroidobacter	469322	G	1	2	3	0.00007
Salinisphaera	180541	G	5	0	5	0.00012
Orbus	743714	G	2	0	2	0.00005
Sulfurifustis	1692042	G	1	0	1	0.00003
Sulfuricaulis	1744881	G	1	0	1	0.00003
Immundisolibacter	1934947	G	1	1	2	0.00005
Burkholderia	32008	G	52	60	112	0.00238
Cupriavidus	106589	G	41	83	124	0.00263
Ralstonia	48736	G	34	69	103	0.00220
Paraburkholderia	1822464	G	25	76	101	0.00216
Pandoraea	93217	G	4	1	5	0.00012
Polynucleobacter	44013	G	3	0	3	0.00008
Limnobacter	131079	G	2	0	2	0.00006
Mycetohabitans	2571159	G	1	0	1	0.00003
Achromobacter	222	G	36	144	180	0.00382
Bordetella	517	G	36	45	81	0.00172
Pusillimonas	305976	G	6	11	17	0.00037
Orrella	1921582	G	6	15	21	0.00046
Alcaligenes	507	G	4	12	16	0.00034
Pigmentiphaga	152267	G	2	0	2	0.00005
Oligella	90243	G	1	0	1	0.00003
Kerstersia	257820	G	1	1	2	0.00006
Advenella	290425	G	1	0	1	0.00002
Comamonas	283	G	20	124	144	0.00307
Acidovorax	12916	G	18	139	157	0.00335
Variovorax	34072	G	16	20	36	0.00076
Hydrogenophaga	47420	G	10	44	54	0.00116
Rhodoferax	28065	G	9	22	31	0.00066
Diaphorobacter	238749	G	4	1	5	0.00012
Hylemonella	232523	G	2	0	2	0.00006
Simplicispira	352450	G	2	5	7	0.00015
Ottowia	219181	G	2	1	3	0.00007
Ramlibacter	174951	G	2	1	3	0.00007
Alicycliphilus	201096	G	1	7	8	0.00017
Limnohabitans	665874	G	1	0	1	0.00003
Melaminivora	1649468	G	1	7	8	0.00018
Serpentinomonas	2490452	G	1	1	2	0.00006
Massilia	149698	G	50	37	87	0.00186
Collimonas	202907	G	11	6	17	0.00036
Undibacterium	401469	G	9	3	12	0.00027
Herbaspirillum	963	G	7	5	12	0.00026
Duganella	75654	G	7	6	13	0.00030
Janthinobacterium	29580	G	6	3	9	0.00020
Noviherbaspirillum	1344552	G	2	1	3	0.00007
Oxalobacter	846	G	1	0	1	0.00003
Inhella	644355	G	11	8	19	0.00041
Rubrivivax	28067	G	5	6	11	0.00025
Roseateles	93681	G	3	2	5	0.00012
Rhizobacter	212743	G	2	4	6	0.00015
Mitsuaria	65047	G	1	2	3	0.00007
Methyloversatilis	378210	G	21	11	32	0.00069
Sterolibacterium	157591	G	2	13	15	0.00034
Methylovorus	81682	G	5	0	5	0.00012
Methylotenera	359407	G	4	2	6	0.00013
Methylobacillus	404	G	3	6	9	0.00021
Methylophilus	16	G	2	45	47	0.00101
Candidatus Methylopumilus	1679002	G	1	0	1	0.00003
Sulfuriferula	1778653	G	5	8	13	0.00028
Ferriphaselus	1443590	G	2	0	2	0.00006
Sulfuricella	935200	G	1	8	9	0.00021
Nitrosomonas	914	G	3	7	10	0.00022
Nitrosospira	35798	G	2	0	2	0.00005
Thiobacillus	919	G	2	2	4	0.00010
Aquitalea	407217	G	15	13	28	0.00059
Chromobacterium	535	G	7	5	12	0.00026
Iodobacter	32014	G	1	1	2	0.00006
Laribacter	168470	G	5	33	38	0.00081
Vogesella	57739	G	2	1	3	0.00008
Pseudogulbenkiania	568394	G	2	2	4	0.00010
Aquaspirillum	187	G	1	0	1	0.00004
Neisseria	482	G	12	11	23	0.00050
Chitinolyticbacter	1055692	G	4	2	6	0.00013
Crenobacter	1654931	G	1	1	2	0.00005
Azoarcus	12960	G	21	22	43	0.00091
Thauera	33057	G	13	96	109	0.00232
Azospira	146937	G	6	29	35	0.00075
Aromatoleum	551759	G	1	1	2	0.00005
Oryzomicrobium	1911577	G	1	0	1	0.00004
Dechloromonas	73029	G	4	1	5	0.00013
Casimicrobium	2706000	G	4	18	22	0.00047
Candidatus Accumulibacter	327159	G	3	1	4	0.00009
Melittangium	44	G	13	6	19	0.00041
Archangium	47	G	3	1	4	0.00009
Cystobacter	42	G	2	0	2	0.00006
Corallococcus	83461	G	3	1	4	0.00010
Myxococcus	32	G	2	0	2	0.00006
Vulgatibacter	1524214	G	3	0	3	0.00008
Anaeromyxobacter	161492	G	2	0	2	0.00005
Sorangium	39643	G	9	2	11	0.00024
Chondromyces	50	G	1	0	1	0.00002
Minicystis	1649470	G	2	0	2	0.00005
Haliangium	162027	G	6	0	6	0.00014
Geobacter	28231	G	12	4	16	0.00035
Geoalkalibacter	392332	G	3	6	9	0.00019
Pelobacter	18	G	6	1	7	0.00015
Desulfuromonas	890	G	4	0	4	0.00010
Pseudodesulfovibrio	2035811	G	9	2	11	0.00025
Desulfovibrio	872	G	6	1	7	0.00016
Desulfocurvibacter	2582840	G	2	0	2	0.00005
Desulfomicrobium	898	G	2	0	2	0.00004
Desulfohalobium	45662	G	1	0	1	0.00002
Desulfopila	429014	G	7	1	8	0.00017
Desulfotalea	109168	G	5	1	6	0.00013
Desulfobulbus	893	G	3	0	3	0.00007
Desulfurivibrio	427922	G	1	0	1	0.00002
Desulfosarcina	2299	G	5	2	7	0.00017
Desulfobacter	2289	G	1	0	1	0.00002
Desulfatibacillum	218207	G	1	0	1	0.00002
Desulfomonile	2357	G	2	0	2	0.00004
Desulfobacca	60892	G	1	0	1	0.00002
Desulfoglaeba	361106	G	1	2	3	0.00007
Helicobacter	209	G	2	0	2	0.00005
Wolinella	843	G	1	0	1	0.00002
Arcobacter	28196	G	2	2	4	0.00010
Sulfurospirillum	57665	G	1	0	1	0.00002
Bdellovibrio	958	G	6	0	6	0.00013
Mariprofundus	377315	G	4	0	4	0.00010
Acidithiobacillus	119977	G	3	0	3	0.00008
Mycolicibacterium	1866885	G	30	8	38	0.00082
Mycobacterium	1763	G	25	13	38	0.00082
Mycolicibacter	1073531	G	4	0	4	0.00011
Mycobacteroides	670516	G	3	0	3	0.00007
Mycolicibacillus	2126281	G	1	0	1	0.00003
Rhodococcus	1827	G	24	16	40	0.00087
Nocardia	1817	G	20	8	28	0.00060
Corynebacterium	1716	G	34	19	53	0.00112
Gordonia	2053	G	13	8	21	0.00046
Tsukamurella	2060	G	7	4	11	0.00024
Dietzia	37914	G	1	1	2	0.00004
Streptomyces	1883	G	166	90	256	0.00543
Kitasatospora	2063	G	3	2	5	0.00012
Arthrobacter	1663	G	15	10	25	0.00054
Pseudarthrobacter	1742993	G	8	4	12	0.00026
Glutamicibacter	1742989	G	6	2	8	0.00018
Micrococcus	1269	G	2	4	6	0.00013
Renibacterium	1645	G	2	0	2	0.00005
Rothia	32207	G	2	1	3	0.00008
Sinomonas	596707	G	2	0	2	0.00006
Kocuria	57493	G	1	0	1	0.00002
Nesterenkonia	57494	G	1	0	1	0.00002
Microbacterium	33882	G	10	3	13	0.00028
Rathayibacter	33886	G	8	2	10	0.00022
Curtobacterium	2034	G	3	1	4	0.00010
Agrococcus	46352	G	3	0	3	0.00008
Leucobacter	55968	G	3	4	7	0.00016
Pontimonas	1434032	G	2	0	2	0.00005
Leifsonia	110932	G	1	0	1	0.00003
Salinibacterium	235888	G	1	0	1	0.00002
Serinicoccus	265976	G	9	6	15	0.00033
Janibacter	53457	G	5	2	7	0.00017
Arsenicicoccus	267408	G	2	1	3	0.00008
Ornithinimicrobium	125287	G	1	0	1	0.00003
Ruania	626119	G	4	0	4	0.00010
Haloactinobacterium	1331737	G	3	0	3	0.00008
Cellulosimicrobium	157920	G	4	5	9	0.00020
Isoptericola	254250	G	1	1	2	0.00005
Cellulomonas	1707	G	3	2	5	0.00012
Brevibacterium	1696	G	3	3	6	0.00013
Brachybacterium	43668	G	3	0	3	0.00008
Georgenia	154116	G	2	1	3	0.00008
Amycolatopsis	1813	G	20	4	24	0.00053
Pseudonocardia	1847	G	15	5	20	0.00044
Actinoalloteichus	65496	G	3	0	3	0.00007
Saccharomonospora	1851	G	2	0	2	0.00005
Saccharothrix	2071	G	2	0	2	0.00006
Saccharopolyspora	1835	G	1	0	1	0.00003
Actinosynnema	40566	G	1	0	1	0.00004
Lentzea	165301	G	1	0	1	0.00003
Allokutzneria	1137960	G	1	0	1	0.00003
Actinomadura	1988	G	10	4	14	0.00030
Thermomonospora	2019	G	4	1	5	0.00012
Streptosporangium	2000	G	6	2	8	0.00017
Nonomuraea	83681	G	4	1	5	0.00011
Nocardiopsis	2013	G	7	2	9	0.00020
Aeromicrobium	2040	G	7	2	9	0.00020
Nocardioides	1839	G	4	2	6	0.00014
Friedmanniella	53387	G	3	1	4	0.00009
Micropruina	116071	G	1	0	1	0.00003
Microlunatus	29404	G	4	0	4	0.00009
Propionibacterium	1743	G	3	0	3	0.00008
Tessaracoccus	72763	G	3	1	4	0.00009
Propioniciclava	1085622	G	1	0	1	0.00004
Acidipropionibacterium	1912215	G	1	0	1	0.00003
Cutibacterium	1912216	G	1	0	1	0.00003
Micromonospora	1873	G	9	3	12	0.00026
Actinoplanes	1865	G	8	2	10	0.00022
Plantactinospora	673534	G	5	1	6	0.00014
Phytohabitans	907364	G	1	0	1	0.00002
Frankia	1854	G	7	6	13	0.00030
Actinomyces	1654	G	8	2	10	0.00021
Bifidobacterium	1678	G	6	3	9	0.00020
Jiangella	281472	G	3	0	3	0.00007
Catenulispora	414878	G	3	1	4	0.00009
Thermobispora	147067	G	3	0	3	0.00008
Nakamurella	53460	G	2	0	2	0.00005
Blastococcus	38501	G	1	0	1	0.00003
Collinsella	102106	G	4	5	9	0.00021
Coriobacterium	33870	G	1	0	1	0.00002
Parolsenella	2082587	G	1	3	4	0.00009
Eggerthella	84111	G	1	1	2	0.00005
Egibacter	1747770	G	3	0	3	0.00007
Egicoccus	1755825	G	2	2	4	0.00009
Ilumatobacter	682522	G	1	0	1	0.00002
Rubrobacter	42255	G	2	0	2	0.00005
Conexibacter	191494	G	1	0	1	0.00004
Paenibacillus	44249	G	40	8	48	0.00102
Thermobacillus	76632	G	4	0	4	0.00010
Aneurinibacillus	55079	G	1	0	1	0.00004
Bacillus	1386	G	13	27	40	0.00085
Solibacillus	648800	G	4	6	10	0.00022
Planococcus	1372	G	1	1	2	0.00005
Alicyclobacillus	29330	G	1	0	1	0.00003
Tumebacillus	432330	G	1	1	2	0.00005
Lactobacillus	1578	G	6	11	17	0.00037
Streptococcus	1301	G	3	0	3	0.00007
Aerococcus	1375	G	3	1	4	0.00009
Enterococcus	1350	G	1	0	1	0.00002
Desulfitobacterium	36853	G	7	2	9	0.00021
Desulfosporosinus	79206	G	2	0	2	0.00006
Lachnoclostridium	1506553	G	5	4	9	0.00019
Roseburia	841	G	1	2	3	0.00008
Clostridium	1485	G	3	0	3	0.00008
Hungatella	1649459	G	2	0	2	0.00005
Faecalibacterium	216851	G	4	10	14	0.00030
Ruminococcus	1263	G	1	0	1	0.00002
Symbiobacterium	2733	G	5	0	5	0.00012
Massilistercora	2717089	G	2	4	6	0.00013
Moorella	44260	G	1	0	1	0.00002
Tepidanaerobacter	499228	G	1	0	1	0.00002
Selenomonas	970	G	2	0	2	0.00004
Acidaminococcus	904	G	1	0	1	0.00002
Phascolarctobacterium	33024	G	1	0	1	0.00002
Synechococcus	1129	G	13	1	14	0.00031
Prochlorococcus	1218	G	10	1	11	0.00023
Pseudanabaena	1152	G	1	0	1	0.00002
Leptolyngbya	47251	G	1	0	1	0.00002
Anabaenopsis	110103	G	2	0	2	0.00005
Calothrix	1186	G	1	0	1	0.00002
Moorea	1155738	G	1	0	1	0.00002
Deinococcus	1298	G	12	1	13	0.00028
