Sample	QualiMap_mqc-generalstats-qualimap-avg_gc	QualiMap_mqc-generalstats-qualimap-median_insert_size	QualiMap_mqc-generalstats-qualimap-1_x_pc	QualiMap_mqc-generalstats-qualimap-5_x_pc	QualiMap_mqc-generalstats-qualimap-10_x_pc	QualiMap_mqc-generalstats-qualimap-30_x_pc	QualiMap_mqc-generalstats-qualimap-50_x_pc	QualiMap_mqc-generalstats-qualimap-median_coverage	QualiMap_mqc-generalstats-qualimap-mean_coverage	QualiMap_mqc-generalstats-qualimap-percentage_aligned	QualiMap_mqc-generalstats-qualimap-mapped_reads	QualiMap_mqc-generalstats-qualimap-total_reads	QualiMap_mqc-generalstats-qualimap-general_error_rate
11_Maricaulis | snp_Maricaulis_filtered									0.014	1.2125703122368554	360.0	29689.0	10.9
12_1A3 | 12_1A3	45.4014902476441	152	92.35594867945031	47.08177076829735	8.892011451849212	8.596838985289304e-05	0.0	4					
12_1A3 | snp_1A3_filtered									4.8599	24.37136979561007	134228.0	550761.0	0.44
12_MIT0604 | 12_MIT0604	32.272753346080314	146	99.28553010262007	92.97883611853752	64.414814997913	0.19195971374014711	0.00011235570016982565	11					
12_MIT0604 | snp_MIT0604_filtered									11.6413	23.086666999524752	124846.0	540771.0	0.2
12_Maricaulis | 12_Maricaulis	60.88968997837057	127	7.22893747884991	2.6528594921603665	0.9901210527253189	0.00026715903086577336	0.0	0					
12_Maricaulis | snp_Maricaulis_filtered									0.3594	2.571236688093639	8844.0	343959.0	11.39
13_1A3 | 13_1A3	45.43695238095237	152	77.35489449206973	18.785253756120145	1.288214829848139	0.0	0.0	2					
13_1A3 | snp_1A3_filtered									2.7786	69.03662083434632	76670.0	111057.0	0.44999999999999996
13_MIT0604 | 13_MIT0604	32.550170180523644	149	99.72472853458393	99.5788346579134	99.07761587945582	89.92489583222148	40.76068179685977	46					
13_MIT0604 | snp_MIT0604_filtered									46.4897	93.40848462358406	493364.0	528179.0	0.29
13_Maricaulis | 13_Maricaulis	60.86407766990291	120	0.5423031483207571	0.0	0.0	0.0	0.0	0					
13_Maricaulis | snp_Maricaulis_filtered									0.0111	0.9110799072592496	279.0	30623.0	11.200000000000001
14_1A3 | 14_1A3	45.46000289659168	152	98.86296058370817	83.70243503315048	41.03200323756956	0.07470653078216405	0.0	8					
14_1A3 | snp_1A3_filtered									8.8607	27.09772979300493	241673.0	891857.0	0.32
14_MIT0604 | 14_MIT0604	32.534171545746425	148	99.68826910987882	98.88694825626762	94.5658603834363	11.96357877623295	0.07982872497066112	20					
14_MIT0604 | snp_MIT0604_filtered									20.7124	25.150138207839696	218186.0	867534.0	0.2
14_Maricaulis | 14_Maricaulis	60.941286989196804	129	8.535167033762965	4.145566050617731	2.121539548441869	0.05821098439197573	0.0	0					
14_Maricaulis | snp_Maricaulis_filtered									0.5811	2.6324189338891077	14020.0	532590.0	11.43
15_1A3 | 15_1A3	45.5050452589405	158	78.26156011565328	20.095175604406137	1.4998690056659616	0.0	0.0	2					
15_1A3 | snp_1A3_filtered									2.8548	62.908519467338905	76861.0	122179.0	0.27
15_MIT0604 | 15_MIT0604	32.59531132649046	153	99.73236872219547	99.66939335225028	99.3982790477405	95.96154289094588	78.46292907939672	63					
15_MIT0604 | snp_MIT0604_filtered									62.6105	93.43845612763184	649572.0	695187.0	0.16999999999999998
15_Maricaulis | 15_Maricaulis	60.576719576719576	130	1.2424675995464234	0.004630756535006738	0.0	0.0	0.0	0					
15_Maricaulis | snp_Maricaulis_filtered									0.0271	1.659464573371858	649.0	39109.0	11.29
16_DE | 16_DE	45.77414395527603	111	50.25968898915561	6.779407967574639	0.7397783097597668	0.0	0.0	1					
16_DE | snp_DE_filtered									1.551	14.726234973229618	52479.0	356364.0	2.6100000000000003
16_MIT0604 | 16_MIT0604	33.32984940436053	106	88.84841586889438	44.38909677814412	11.601681065985941	0.007752543311717969	0.0	4					
16_MIT0604 | snp_MIT0604_filtered									4.8846	18.22637257174899	67610.0	370946.0	0.13999999999999999
16_Maricaulis | 16_Maricaulis	60.6556543837357	102	5.304056661462013	0.9663142146415022	0.13779469125321334	0.0	0.0	0					
16_Maricaulis | snp_Maricaulis_filtered									0.1803	1.9253063320859929	5248.0	272580.0	11.1
17_DE | 17_DE	45.78385305425032	147	43.30598711831923	9.335123435120824	2.12966618365757	0.00024548437079119833	0.0	0					
17_DE | snp_DE_filtered									1.5232	15.13682223996516	41708.0	275540.0	4.83
17_MIT0604 | 17_MIT0604	32.615149704574115	150	99.72972836324148	99.63720344415164	99.33889906020075	92.53682879406942	52.03934022485746	50					
17_MIT0604 | snp_MIT0604_filtered									50.5562	69.46816099549521	528784.0	761189.0	0.18
17_Maricaulis | 17_Maricaulis	60.82608695652174	126	1.8870926566887716	0.06070446868005628	0.0037699107688836907	0.0	0.0	0					
17_Maricaulis | snp_Maricaulis_filtered									0.0442	0.4986482698758578	1103.0	221198.0	11.42
18_DE | 18_DE	45.79573343401926	150	41.0891516662698	4.241836026706022	0.33057818041182013	0.0	0.0	0					
18_DE | snp_DE_filtered									1.1376	12.67153059317696	31193.0	246166.0	3.26
18_MIT0604 | 18_MIT0604	32.6501438371321	146	91.98797119873981	48.50238278351135	9.935670743867766	0.0	0.0	4					
18_MIT0604 | snp_MIT0604_filtered									4.959	20.20433104311668	54226.0	268388.0	0.18
18_Maricaulis | 18_Maricaulis	60.71786833855799	134	4.527069146694055	0.6737453915067175	0.07652622017466264	0.0	0.0	0					
18_Maricaulis | snp_Maricaulis_filtered									0.1442	1.8388998880950331	3418.0	185872.0	11.61
19_DE | 19_DE	45.56965336821452	154	14.753677634833965	0.12468374360094775	0.0	0.0	0.0	0					
19_DE | snp_DE_filtered									0.2989	12.172437726536593	7892.0	64835.0	2.22
19_MIT0604 | 19_MIT0604	32.604158185110826	152	99.72843627268954	99.53288117654395	98.80481623944348	80.1761849734363	21.246519079964113	39					
19_MIT0604 | snp_MIT0604_filtered									39.8351	87.92440432817654	417502.0	474842.0	0.19
19_Maricaulis | 19_Maricaulis	60.857142857142854	133	1.5339974708945079	0.013239214196237213	0.0	0.0	0.0	0					
19_Maricaulis | snp_Maricaulis_filtered									0.0334	1.5946843853820596	792.0	49665.0	11.41
20_DE | 20_DE	45.707396812423376	139	42.265044119120624	10.23225722655775	2.8185622783806155	0.0006025525464874869	0.0	0					
20_DE | snp_DE_filtered									1.5949	10.044038839072531	45432.0	452328.0	5.08
20_MIT0604 | 20_MIT0604	32.55925774639667	143	98.826332356026	86.07221887339816	47.28225605751713	0.05499811523312965	0.0	9					
20_MIT0604 | snp_MIT0604_filtered									9.5163	20.23928549595439	102632.0	507093.0	0.22
20_Maricaulis | 20_Maricaulis	60.933406113537124	123	5.753804047756161	1.4404027570811986	0.2941124086464536	0.0	0.0	0					
20_Maricaulis | snp_Maricaulis_filtered									0.2211	1.5244292783941304	5477.0	359282.0	11.43
21_DE | 21_DE	45.823144104803504	147	17.059869397851386	0.3740289140418622	0.002053142010253659	0.0	0.0	0					
21_DE | snp_DE_filtered									0.3646	12.36541598694943	9854.0	79690.0	3.7199999999999998
21_MIT0604 | 21_MIT0604	32.65455861425976	152	99.72534649093487	99.59130614063226	99.08424486576584	88.46663119971731	37.605509024690726	45					
21_MIT0604 | snp_MIT0604_filtered									45.586	87.04956195427876	474152.0	544692.0	0.27
21_Maricaulis | 21_Maricaulis	60.95020746887966	124	1.5727948990435707	0.028229804261483384	0.0	0.0	0.0	0					
21_Maricaulis | snp_Maricaulis_filtered									0.0362	1.4496290511518939	891.0	61464.0	11.37
