Module	Section	Sample Name	Source
QualiMap	genome_results	10_1A3 | snp_1A3_filtered	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/10_1A3/genome_results.txt
QualiMap	genome_results	09_MIT9313 | snp_MIT9313_filtered	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/09_MIT9313/genome_results.txt
QualiMap	genome_results	15_1A3 | snp_1A3_filtered	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/15_1A3/genome_results.txt
QualiMap	genome_results	10_MIT0604 | snp_MIT0604_filtered	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/10_MIT0604/genome_results.txt
QualiMap	genome_results	08_MIT9313 | snp_MIT9313_filtered	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/08_MIT9313/genome_results.txt
QualiMap	genome_results	18_DE | snp_DE_filtered	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/18_DE/genome_results.txt
QualiMap	genome_results	19_DE | snp_DE_filtered	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/19_DE/genome_results.txt
QualiMap	genome_results	13_Maricaulis | snp_Maricaulis_filtered	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/13_Maricaulis/genome_results.txt
QualiMap	genome_results	03_MIT9313 | snp_MIT9313_all	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/03_MIT9313/genome_results.txt
QualiMap	genome_results	11_1A3 | snp_1A3_filtered	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/11_1A3/genome_results.txt
QualiMap	genome_results	13_MIT0604 | snp_MIT0604_filtered	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/13_MIT0604/genome_results.txt
QualiMap	genome_results	02_DE | snp_DE_all	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/02_DE/genome_results.txt
QualiMap	genome_results	05_MIT9313 | snp_MIT9313_filtered	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/05_MIT9313/genome_results.txt
QualiMap	genome_results	15_MIT0604 | snp_MIT0604_filtered	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/15_MIT0604/genome_results.txt
QualiMap	genome_results	07_MIT9313 | snp_MIT9313_filtered	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/07_MIT9313/genome_results.txt
QualiMap	genome_results	14_MIT0604 | snp_MIT0604_filtered	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/14_MIT0604/genome_results.txt
QualiMap	genome_results	19_Maricaulis | snp_Maricaulis_filtered	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/19_Maricaulis/genome_results.txt
QualiMap	genome_results	07_1A3 | snp_1A3_filtered	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/07_1A3/genome_results.txt
QualiMap	genome_results	04_Maricaulis | snp_Maricaulis_filtered	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/04_Maricaulis/genome_results.txt
QualiMap	genome_results	09_1A3 | snp_1A3_filtered	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/09_1A3/genome_results.txt
QualiMap	genome_results	19_MIT0604 | snp_MIT0604_filtered	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/19_MIT0604/genome_results.txt
QualiMap	genome_results	16_Maricaulis | snp_Maricaulis_filtered	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/16_Maricaulis/genome_results.txt
QualiMap	genome_results	11_Maricaulis | snp_Maricaulis_filtered	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/11_Maricaulis/genome_results.txt
QualiMap	genome_results	16_MIT0604 | snp_MIT0604_filtered	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/16_MIT0604/genome_results.txt
QualiMap	genome_results	04_MIT0604 | snp_MIT0604_all	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/04_MIT0604/genome_results.txt
QualiMap	genome_results	05_1A3 | snp_1A3_filtered	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/05_1A3/genome_results.txt
QualiMap	coverage_histogram	12_1A3 | 12_1A3	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/12_1A3/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	21_DE | 21_DE	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/21_DE/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	18_MIT0604 | 18_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/18_MIT0604/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	17_Maricaulis | 17_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/17_Maricaulis/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	06_1A3 | 06_1A3	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/06_1A3/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	13_1A3 | 13_1A3	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/13_1A3/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	17_MIT0604 | 17_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/17_MIT0604/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	14_Maricaulis | 14_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/14_Maricaulis/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	21_MIT0604 | 21_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/21_MIT0604/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	15_Maricaulis | 15_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/15_Maricaulis/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	12_Maricaulis | 12_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/12_Maricaulis/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	11_MIT0604 | 11_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/11_MIT0604/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	20_DE | 20_DE	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/20_DE/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	18_Maricaulis | 18_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/18_Maricaulis/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	20_Maricaulis | 20_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/20_Maricaulis/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	06_MIT9313 | 06_MIT9313	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/06_MIT9313/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	10_Maricaulis | 10_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/10_Maricaulis/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	21_Maricaulis | 21_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/21_Maricaulis/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	14_1A3 | 14_1A3	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/14_1A3/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	01_1A3 | 01_1A3	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/01_1A3/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	20_MIT0604 | 20_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/20_MIT0604/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	12_MIT0604 | 12_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/12_MIT0604/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	16_DE | 16_DE	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/16_DE/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	17_DE | 17_DE	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/17_DE/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	10_1A3 | 10_1A3	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/10_1A3/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	09_MIT9313 | 09_MIT9313	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/09_MIT9313/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	15_1A3 | 15_1A3	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/15_1A3/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	10_MIT0604 | 10_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/10_MIT0604/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	18_DE | 18_DE	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/18_DE/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	19_DE | 19_DE	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/19_DE/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	13_Maricaulis | 13_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/13_Maricaulis/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	03_MIT9313 | 03_MIT9313	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/03_MIT9313/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	11_1A3 | 11_1A3	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/11_1A3/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	13_MIT0604 | 13_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/13_MIT0604/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	02_DE | 02_DE	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/02_DE/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	05_MIT9313 | 05_MIT9313	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/05_MIT9313/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	15_MIT0604 | 15_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/15_MIT0604/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	07_MIT9313 | 07_MIT9313	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/07_MIT9313/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	14_MIT0604 | 14_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/14_MIT0604/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	19_Maricaulis | 19_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/19_Maricaulis/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	07_1A3 | 07_1A3	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/07_1A3/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	04_Maricaulis | 04_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/04_Maricaulis/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	09_1A3 | 09_1A3	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/09_1A3/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	19_MIT0604 | 19_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/19_MIT0604/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	16_Maricaulis | 16_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/16_Maricaulis/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	11_Maricaulis | 11_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/11_Maricaulis/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	16_MIT0604 | 16_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/16_MIT0604/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	04_MIT0604 | 04_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/04_MIT0604/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	05_1A3 | 05_1A3	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/05_1A3/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	insert_size_histogram	12_1A3 | 12_1A3	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/12_1A3/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	21_DE | 21_DE	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/21_DE/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	18_MIT0604 | 18_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/18_MIT0604/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	17_Maricaulis | 17_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/17_Maricaulis/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	06_1A3 | 06_1A3	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/06_1A3/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	13_1A3 | 13_1A3	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/13_1A3/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	17_MIT0604 | 17_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/17_MIT0604/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	14_Maricaulis | 14_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/14_Maricaulis/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	21_MIT0604 | 21_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/21_MIT0604/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	15_Maricaulis | 15_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/15_Maricaulis/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	12_Maricaulis | 12_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/12_Maricaulis/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	11_MIT0604 | 11_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/11_MIT0604/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	20_DE | 20_DE	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/20_DE/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	18_Maricaulis | 18_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/18_Maricaulis/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	20_Maricaulis | 20_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/20_Maricaulis/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	06_MIT9313 | 06_MIT9313	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/06_MIT9313/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	10_Maricaulis | 10_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/10_Maricaulis/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	21_Maricaulis | 21_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/21_Maricaulis/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	14_1A3 | 14_1A3	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/14_1A3/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	01_1A3 | 01_1A3	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/01_1A3/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	20_MIT0604 | 20_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/20_MIT0604/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	12_MIT0604 | 12_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/12_MIT0604/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	16_DE | 16_DE	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/16_DE/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	17_DE | 17_DE	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/17_DE/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	10_1A3 | 10_1A3	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/10_1A3/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	09_MIT9313 | 09_MIT9313	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/09_MIT9313/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	15_1A3 | 15_1A3	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/15_1A3/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	10_MIT0604 | 10_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/10_MIT0604/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	18_DE | 18_DE	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/18_DE/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	19_DE | 19_DE	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/19_DE/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	13_Maricaulis | 13_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/13_Maricaulis/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	03_MIT9313 | 03_MIT9313	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/03_MIT9313/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	11_1A3 | 11_1A3	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/11_1A3/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	13_MIT0604 | 13_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/13_MIT0604/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	02_DE | 02_DE	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/02_DE/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	05_MIT9313 | 05_MIT9313	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/05_MIT9313/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	15_MIT0604 | 15_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/15_MIT0604/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	07_MIT9313 | 07_MIT9313	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/07_MIT9313/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	14_MIT0604 | 14_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/14_MIT0604/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	19_Maricaulis | 19_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/19_Maricaulis/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	07_1A3 | 07_1A3	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/07_1A3/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	04_Maricaulis | 04_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/04_Maricaulis/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	09_1A3 | 09_1A3	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/09_1A3/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	19_MIT0604 | 19_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/19_MIT0604/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	16_Maricaulis | 16_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/16_Maricaulis/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	11_Maricaulis | 11_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/11_Maricaulis/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	16_MIT0604 | 16_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/16_MIT0604/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	04_MIT0604 | 04_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/04_MIT0604/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	05_1A3 | 05_1A3	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/05_1A3/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	mapped_gc_distribution	12_1A3 | 12_1A3	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/12_1A3/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	21_DE | 21_DE	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/21_DE/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	18_MIT0604 | 18_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/18_MIT0604/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	17_Maricaulis | 17_Maricaulis	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/17_Maricaulis/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	06_1A3 | 06_1A3	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/06_1A3/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	13_1A3 | 13_1A3	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/13_1A3/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	17_MIT0604 | 17_MIT0604	/data/home/dsher/oweissber/CCPA/work/dnaseq/qualimap/17_MIT0604/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
