name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Desulfobacca	60892	G	1	0	1	0.00012
Helicobacter	209	G	1	0	1	0.00012
Wolinella	843	G	1	0	1	0.00012
Campylobacter	194	G	1	0	1	0.00012
Mariprofundus	377315	G	1	0	1	0.00012
Acidithiobacillus	119977	G	1	0	1	0.00012
Prochlorococcus	1218	G	250	4	254	0.02971
Synechococcus	1129	G	1	0	1	0.00012
Mycolicibacterium	1866885	G	5	2	7	0.00086
Mycobacterium	1763	G	1	1	2	0.00025
Mycolicibacillus	2126281	G	1	0	1	0.00022
Corynebacterium	1716	G	2	0	2	0.00025
Streptomyces	1883	G	10	4	14	0.00165
Kitasatospora	2063	G	1	0	1	0.00022
Microbacterium	33882	G	3	0	3	0.00041
Serinicoccus	265976	G	2	0	2	0.00033
Glutamicibacter	1742989	G	1	0	1	0.00015
Brevibacterium	1696	G	1	2	3	0.00040
Brachybacterium	43668	G	1	0	1	0.00014
Haloactinobacterium	1331737	G	1	0	1	0.00014
Actinoplanes	1865	G	1	0	1	0.00012
Micromonospora	1873	G	1	0	1	0.00020
Amycolatopsis	1813	G	2	0	2	0.00035
Bifidobacterium	1678	G	1	0	1	0.00019
Nocardiopsis	2013	G	1	0	1	0.00016
Paenibacillus	44249	G	2	0	2	0.00028
Thermobacillus	76632	G	1	0	1	0.00014
Bacillus	1386	G	1	0	1	0.00023
Kyrpidia	1129704	G	1	0	1	0.00012
Roseburia	841	G	1	0	1	0.00020
Ruminococcus	1263	G	1	0	1	0.00012
Deinococcus	1298	G	1	0	1	0.00012
Sphaerobacter	2056	G	1	0	1	0.00012
Duncaniella	2518495	G	2	0	2	0.00023
Prevotella	838	G	1	2	3	0.00036
Sphingobacterium	28453	G	2	0	2	0.00024
Spirosoma	107	G	1	0	1	0.00012
Salinibacter	146918	G	1	0	1	0.00012
Chitinophaga	79328	G	1	0	1	0.00012
Pelodictyon	1099	G	1	4	5	0.00058
Lacunisphaera	1961799	G	1	0	1	0.00012
Coraliomargarita	442430	G	1	0	1	0.00012
Luteolibacter	518753	G	1	0	1	0.00012
Candidatus Protochlamydia	282132	G	1	1	2	0.00025
Nitrospira	1234	G	2	0	2	0.00023
Luteitalea	2004797	G	1	0	1	0.00012
Aminomonas	81411	G	1	0	1	0.00012
Halorientalis	1073987	G	1	0	1	0.00020
Salinarchaeum	1269201	G	1	0	1	0.00015
Homo	9605	G	3	0	3	0.00036
